gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,monthly_charges,contract,payment_method,total_charges,churn
Male,0,Yes,No,71,Yes,DSL,70.79,Month-to-month,Bank transfer (automatic),4319.93,1
Female,0,No,Yes,2,No,No,56.39,Month-to-month,Electronic check,96.18,1
Male,1,Yes,Yes,34,Yes,Fiber optic,30.54,Month-to-month,Electronic check,1032.47,1
Male,0,Yes,Yes,15,Yes,Fiber optic,28.8,Month-to-month,Electronic check,423.73,0
Female,1,Yes,No,15,Yes,No,33.61,One year,Mailed check,441.94,1
Female,0,No,Yes,55,No,Fiber optic,38.99,Month-to-month,Credit card (automatic),2217.42,0
Male,0,No,No,14,Yes,Fiber optic,94.89,Month-to-month,Mailed check,1125.69,1
Male,1,Yes,No,57,Yes,DSL,56.93,Month-to-month,Credit card (automatic),2941.5,1
Male,0,Yes,No,72,Yes,DSL,62.57,Two year,Mailed check,4559.58,0
Female,0,No,No,56,Yes,Fiber optic,79.03,One year,Bank transfer (automatic),4335.46,0
Female,1,Yes,Yes,12,Yes,Fiber optic,115.93,Month-to-month,Mailed check,1357.8,1
Female,1,No,No,10,Yes,Fiber optic,95.16,Month-to-month,Bank transfer (automatic),950.11,1
Female,0,Yes,No,31,Yes,Fiber optic,83.86,Two year,Credit card (automatic),2568.67,1
Female,1,No,No,40,Yes,Fiber optic,93.87,Month-to-month,Mailed check,3932.44,0
Male,1,Yes,Yes,56,Yes,No,91.37,One year,Mailed check,4952.37,0
Male,1,No,No,30,Yes,No,88.41,One year,Credit card (automatic),2451.61,0
Female,0,Yes,No,12,Yes,DSL,68.63,One year,Credit card (automatic),839.36,0
Female,1,No,Yes,72,Yes,No,75.82,Month-to-month,Credit card (automatic),4844.36,0
Female,1,No,Yes,66,Yes,No,65.07,Two year,Electronic check,4369.75,1
Male,1,No,Yes,47,Yes,DSL,58.29,Month-to-month,Electronic check,2445.93,0
Male,0,Yes,No,50,Yes,DSL,45.62,Month-to-month,Mailed check,2155.31,0
Male,1,Yes,No,68,Yes,DSL,54.23,Month-to-month,Bank transfer (automatic),3732.59,1
Male,1,No,No,34,Yes,Fiber optic,61.71,Month-to-month,Electronic check,2062.87,1
Female,0,No,No,10,Yes,Fiber optic,77.1,Month-to-month,Mailed check,649.4,1
Female,1,Yes,No,44,Yes,Fiber optic,68.99,One year,Bank transfer (automatic),2841.6,0
Male,1,Yes,No,32,Yes,Fiber optic,29.01,Two year,Electronic check,957.17,0
Male,0,Yes,Yes,58,Yes,DSL,52.68,Month-to-month,Bank transfer (automatic),3297.31,0
Female,1,No,Yes,56,Yes,Fiber optic,56.37,Two year,Electronic check,2971.63,1
Male,0,No,No,34,Yes,No,90.11,Two year,Credit card (automatic),2580.71,0
Female,1,No,No,26,Yes,No,51.95,Month-to-month,Mailed check,1236.17,0
Female,1,No,No,30,Yes,Fiber optic,18.81,One year,Bank transfer (automatic),534.61,1
Male,1,Yes,No,46,Yes,DSL,26.6,Two year,Mailed check,1026.71,0
Male,0,Yes,No,46,Yes,DSL,68.69,One year,Electronic check,3301.0,1
Female,1,Yes,Yes,37,Yes,DSL,37.23,Month-to-month,Mailed check,1322.53,1
Female,0,No,No,38,Yes,Fiber optic,68.45,Two year,Credit card (automatic),2414.32,0
Male,1,Yes,Yes,72,Yes,DSL,76.57,One year,Mailed check,5090.01,0
Female,1,Yes,No,18,Yes,No,113.21,Month-to-month,Electronic check,1685.98,1
Female,0,Yes,No,12,Yes,Fiber optic,84.87,Month-to-month,Bank transfer (automatic),972.52,1
Female,0,Yes,Yes,58,Yes,Fiber optic,21.17,Month-to-month,Electronic check,1158.67,1
Male,0,No,Yes,68,Yes,DSL,56.83,Month-to-month,Mailed check,3516.37,0
Female,1,Yes,No,44,Yes,Fiber optic,98.93,Month-to-month,Mailed check,4314.86,0
Female,0,Yes,No,29,Yes,Fiber optic,44.58,Month-to-month,Mailed check,1198.27,1
Male,0,No,No,25,Yes,Fiber optic,112.35,Two year,Electronic check,2720.72,0
Male,0,Yes,Yes,34,No,DSL,71.96,One year,Electronic check,2569.24,0
Female,0,Yes,No,3,Yes,No,27.43,Month-to-month,Electronic check,75.26,1
Male,0,Yes,No,38,Yes,DSL,42.65,Month-to-month,Mailed check,1496.65,0
Male,0,No,No,19,Yes,DSL,110.44,Month-to-month,Bank transfer (automatic),2193.07,0
Male,0,Yes,No,19,Yes,No,119.13,Month-to-month,Bank transfer (automatic),2066.78,1
Female,1,No,No,40,Yes,DSL,106.03,One year,Electronic check,3962.27,0
Female,0,No,No,70,Yes,DSL,50.71,Month-to-month,Electronic check,3649.84,0
Male,1,No,No,15,Yes,Fiber optic,96.42,Two year,Bank transfer (automatic),1408.53,1
Female,1,Yes,No,66,Yes,Fiber optic,40.67,Month-to-month,Mailed check,2852.82,1
Male,1,No,No,37,Yes,DSL,57.22,Month-to-month,Credit card (automatic),1995.13,0
Female,0,Yes,No,71,Yes,DSL,89.11,Two year,Electronic check,5975.97,1
Female,0,Yes,No,27,No,DSL,116.83,Month-to-month,Electronic check,2621.82,1
Female,1,No,Yes,72,Yes,Fiber optic,62.8,Month-to-month,Mailed check,3939.66,1
Male,1,Yes,Yes,48,Yes,DSL,68.58,Month-to-month,Bank transfer (automatic),3161.48,0
Female,1,Yes,No,48,Yes,Fiber optic,40.46,One year,Mailed check,1686.99,1
Male,0,Yes,No,41,Yes,No,59.13,Month-to-month,Electronic check,2273.86,1
Female,0,Yes,No,32,Yes,DSL,24.43,Two year,Electronic check,698.63,0
Male,0,Yes,No,38,Yes,DSL,105.58,One year,Bank transfer (automatic),3311.58,1
Male,0,No,No,62,Yes,DSL,20.38,Two year,Electronic check,1192.2,0
Male,1,No,No,57,Yes,DSL,87.72,One year,Bank transfer (automatic),4940.19,0
Female,0,Yes,No,1,Yes,DSL,45.87,One year,Electronic check,41.65,0
Male,0,No,Yes,50,Yes,Fiber optic,66.56,One year,Electronic check,3400.87,1
Female,1,Yes,No,60,No,DSL,46.72,Month-to-month,Electronic check,2405.07,1
Male,1,Yes,Yes,54,Yes,Fiber optic,58.81,One year,Credit card (automatic),2679.49,1
Male,0,Yes,No,36,Yes,Fiber optic,73.77,One year,Electronic check,2823.19,0
Female,0,Yes,No,24,Yes,No,83.37,Month-to-month,Electronic check,2120.19,0
Male,1,Yes,No,49,No,DSL,113.91,One year,Credit card (automatic),5166.89,0
Female,1,Yes,Yes,48,Yes,DSL,51.88,Month-to-month,Electronic check,2313.89,1
Female,1,Yes,No,27,Yes,No,77.66,Month-to-month,Electronic check,2183.35,1
Male,1,No,Yes,29,Yes,DSL,109.98,Month-to-month,Electronic check,3055.26,1
Male,1,Yes,No,26,Yes,Fiber optic,47.6,Month-to-month,Bank transfer (automatic),1052.52,1
Male,0,Yes,Yes,3,Yes,Fiber optic,106.24,Month-to-month,Mailed check,270.87,0
Female,0,Yes,No,2,Yes,Fiber optic,115.67,Month-to-month,Credit card (automatic),197.59,1
Female,1,No,No,6,Yes,DSL,104.44,Month-to-month,Bank transfer (automatic),641.05,0
Male,0,Yes,Yes,30,Yes,DSL,76.13,Month-to-month,Mailed check,2230.21,1
Male,0,No,Yes,37,Yes,Fiber optic,91.66,One year,Electronic check,3045.29,0
Male,0,Yes,No,29,Yes,Fiber optic,67.07,Month-to-month,Credit card (automatic),1676.89,1
Male,1,Yes,Yes,69,Yes,Fiber optic,78.92,Two year,Credit card (automatic),4640.1,1
Female,0,No,Yes,16,Yes,Fiber optic,117.4,Two year,Credit card (automatic),1902.37,0
Female,0,Yes,No,28,Yes,No,43.61,Month-to-month,Electronic check,1282.53,1
Male,0,Yes,No,18,Yes,No,98.84,Month-to-month,Bank transfer (automatic),1704.54,0
Female,0,Yes,No,21,Yes,Fiber optic,69.64,Month-to-month,Bank transfer (automatic),1493.01,0
Male,1,No,No,42,No,DSL,36.04,Month-to-month,Credit card (automatic),1352.64,0
Male,0,No,No,22,Yes,Fiber optic,83.64,Month-to-month,Electronic check,1789.06,0
Female,1,No,No,23,Yes,Fiber optic,98.83,One year,Bank transfer (automatic),2122.82,1
Female,0,No,No,48,Yes,Fiber optic,76.01,One year,Bank transfer (automatic),3074.94,0
Female,1,Yes,No,60,Yes,DSL,103.42,Month-to-month,Credit card (automatic),5874.56,0
Male,1,No,No,15,Yes,Fiber optic,55.32,One year,Bank transfer (automatic),863.13,1
Male,1,Yes,No,8,Yes,DSL,111.2,Month-to-month,Credit card (automatic),741.45,1
Male,1,No,No,17,Yes,DSL,84.13,Two year,Mailed check,1350.19,0
Male,0,Yes,Yes,42,Yes,No,99.92,Two year,Electronic check,4394.09,0
Female,1,Yes,No,70,Yes,Fiber optic,45.84,Month-to-month,Mailed check,3290.36,1
Female,1,No,Yes,11,Yes,Fiber optic,63.51,One year,Credit card (automatic),662.49,1
Male,1,Yes,No,3,Yes,Fiber optic,110.78,Two year,Electronic check,287.32,0
Female,1,No,Yes,38,No,Fiber optic,23.19,Month-to-month,Bank transfer (automatic),917.01,0
Male,1,Yes,No,72,Yes,DSL,59.21,Month-to-month,Credit card (automatic),3665.49,0
Female,1,No,No,40,No,Fiber optic,97.59,One year,Credit card (automatic),3481.91,1
Male,1,No,No,67,Yes,DSL,93.87,Month-to-month,Bank transfer (automatic),5360.43,0
Male,1,Yes,Yes,46,Yes,Fiber optic,104.87,Month-to-month,Credit card (automatic),4531.41,1
Female,0,No,Yes,2,Yes,DSL,93.42,One year,Electronic check,183.77,1
Male,0,No,No,31,Yes,No,114.6,Month-to-month,Mailed check,3677.12,0
Male,0,No,Yes,56,Yes,Fiber optic,68.82,Month-to-month,Mailed check,3622.48,1
Male,0,Yes,No,37,Yes,Fiber optic,81.68,Two year,Bank transfer (automatic),3240.93,0
Male,0,No,No,14,Yes,DSL,104.47,Month-to-month,Electronic check,1425.9,1
Male,0,No,Yes,13,Yes,Fiber optic,89.57,Month-to-month,Electronic check,1137.8,1
Male,0,Yes,No,48,Yes,Fiber optic,28.41,One year,Bank transfer (automatic),1180.37,0
Female,0,Yes,No,33,Yes,Fiber optic,55.43,Month-to-month,Mailed check,1590.35,1
Female,1,Yes,Yes,41,Yes,Fiber optic,74.36,One year,Credit card (automatic),2957.06,0
Male,1,No,No,27,Yes,No,94.98,One year,Mailed check,2583.51,0
Male,1,Yes,Yes,24,Yes,Fiber optic,73.44,Month-to-month,Credit card (automatic),1539.11,1
Female,0,No,No,48,Yes,Fiber optic,97.31,Month-to-month,Mailed check,4417.93,0
Female,0,No,No,0,Yes,Fiber optic,103.44,Two year,Bank transfer (automatic),94.4,0
Female,1,Yes,No,31,Yes,Fiber optic,45.04,Two year,Bank transfer (automatic),1304.2,0
Female,0,Yes,No,27,Yes,Fiber optic,80.84,Month-to-month,Electronic check,1915.86,1
Female,1,No,Yes,56,Yes,Fiber optic,74.83,Month-to-month,Electronic check,3589.51,1
Male,0,Yes,No,53,No,DSL,41.19,Month-to-month,Credit card (automatic),1972.03,1
Male,0,No,No,31,No,DSL,67.97,Two year,Electronic check,2203.82,0
Female,1,No,No,19,Yes,DSL,73.95,Two year,Bank transfer (automatic),1446.3,0
Female,0,No,No,17,Yes,No,101.37,Month-to-month,Electronic check,1458.64,1
Male,0,Yes,No,15,Yes,Fiber optic,65.02,Two year,Bank transfer (automatic),822.01,0
Female,1,No,No,19,Yes,Fiber optic,26.25,Month-to-month,Electronic check,472.9,1
Male,0,No,No,55,Yes,Fiber optic,67.7,Month-to-month,Bank transfer (automatic),3321.81,0
Female,1,Yes,No,3,Yes,Fiber optic,103.47,One year,Mailed check,320.99,1
Female,0,No,No,1,Yes,No,76.27,Month-to-month,Electronic check,72.18,1
Male,0,No,No,39,No,No,50.52,One year,Mailed check,2052.45,0
Male,1,No,No,16,Yes,No,111.94,Month-to-month,Credit card (automatic),1519.04,1
Male,0,Yes,Yes,60,No,No,33.88,One year,Bank transfer (automatic),2179.61,0
Female,1,Yes,No,54,Yes,DSL,51.34,Two year,Credit card (automatic),2826.27,0
Female,1,Yes,Yes,56,Yes,DSL,62.59,Month-to-month,Bank transfer (automatic),3541.1,0
Male,1,Yes,No,33,Yes,Fiber optic,93.27,Month-to-month,Bank transfer (automatic),3276.3,0
Male,0,Yes,Yes,31,Yes,Fiber optic,103.25,One year,Mailed check,3016.0,1
Female,1,No,Yes,31,Yes,DSL,23.97,Month-to-month,Credit card (automatic),638.08,0
Male,1,Yes,No,14,Yes,Fiber optic,98.79,One year,Mailed check,1312.79,1
Male,1,No,No,41,Yes,DSL,91.49,One year,Mailed check,3870.97,0
Male,0,Yes,No,63,Yes,DSL,109.25,Month-to-month,Credit card (automatic),7182.02,0
Female,1,Yes,No,18,Yes,DSL,109.85,Two year,Credit card (automatic),1872.55,0
Female,0,Yes,Yes,4,Yes,No,97.31,Month-to-month,Mailed check,393.29,1
Male,1,Yes,No,41,Yes,Fiber optic,37.4,Month-to-month,Electronic check,1355.84,0
Female,0,No,No,29,Yes,Fiber optic,50.01,Month-to-month,Bank transfer (automatic),1276.17,0
Female,1,No,No,58,Yes,No,113.5,One year,Bank transfer (automatic),6401.49,1
Male,1,No,No,62,Yes,No,79.01,Two year,Mailed check,4554.03,0
Female,0,Yes,Yes,69,Yes,Fiber optic,72.95,Month-to-month,Bank transfer (automatic),4338.28,0
Female,1,No,No,28,No,Fiber optic,111.4,Month-to-month,Mailed check,3175.2,1
Male,1,Yes,No,65,Yes,DSL,107.17,Month-to-month,Electronic check,6675.97,1
Male,0,No,Yes,8,Yes,Fiber optic,92.2,One year,Bank transfer (automatic),704.63,1
Female,0,No,No,27,Yes,DSL,107.99,Month-to-month,Mailed check,2534.41,1
Female,1,Yes,No,19,Yes,Fiber optic,29.61,Month-to-month,Bank transfer (automatic),496.6,0
Male,0,Yes,Yes,67,Yes,Fiber optic,95.27,Month-to-month,Electronic check,6383.75,1
Female,0,Yes,No,43,Yes,DSL,116.5,Month-to-month,Credit card (automatic),5217.37,0
Female,1,Yes,Yes,26,Yes,Fiber optic,23.0,One year,Electronic check,517.91,1
Male,0,No,Yes,11,Yes,Fiber optic,40.75,Month-to-month,Credit card (automatic),462.24,1
Female,1,No,No,57,No,Fiber optic,98.98,Month-to-month,Bank transfer (automatic),5782.37,1
Male,0,No,Yes,47,Yes,DSL,71.04,Month-to-month,Electronic check,3445.31,0
Female,1,Yes,Yes,62,Yes,DSL,26.84,Month-to-month,Credit card (automatic),1616.24,0
Male,0,No,No,31,Yes,Fiber optic,45.33,Month-to-month,Mailed check,1280.84,1
Male,1,Yes,Yes,10,Yes,No,51.05,Month-to-month,Mailed check,520.95,0
Female,1,No,No,24,Yes,No,50.75,Month-to-month,Credit card (automatic),1150.75,1
Male,0,Yes,No,45,No,DSL,107.52,Month-to-month,Credit card (automatic),4246.59,0
Female,0,Yes,Yes,17,No,Fiber optic,85.53,Month-to-month,Bank transfer (automatic),1344.41,1
Male,1,No,No,5,Yes,Fiber optic,92.96,One year,Credit card (automatic),436.45,1
Female,1,Yes,Yes,60,Yes,No,19.38,Month-to-month,Electronic check,1106.28,0
Female,1,Yes,No,38,No,DSL,61.61,Month-to-month,Electronic check,2466.12,1
Female,0,No,Yes,28,Yes,Fiber optic,50.42,One year,Electronic check,1308.56,0
Male,1,Yes,No,40,Yes,Fiber optic,104.9,Month-to-month,Mailed check,3751.44,0
Male,1,No,Yes,53,Yes,DSL,115.29,Month-to-month,Bank transfer (automatic),6539.38,0
Female,0,No,No,0,Yes,DSL,61.18,Two year,Electronic check,54.02,0
Female,0,No,Yes,32,Yes,DSL,117.25,Month-to-month,Bank transfer (automatic),3087.48,0
Female,0,No,Yes,18,No,Fiber optic,19.46,Two year,Electronic check,364.63,0
Male,1,No,No,6,Yes,Fiber optic,51.22,Month-to-month,Mailed check,328.27,1
Female,0,No,No,2,Yes,Fiber optic,97.04,Two year,Bank transfer (automatic),193.57,1
Male,0,No,No,32,Yes,DSL,54.73,Two year,Electronic check,1621.74,0
Male,1,No,Yes,39,Yes,No,111.94,Month-to-month,Bank transfer (automatic),4197.04,1
Female,0,Yes,Yes,37,Yes,Fiber optic,40.28,Month-to-month,Bank transfer (automatic),1544.49,0
Male,1,Yes,No,57,Yes,No,99.16,One year,Mailed check,5935.79,0
Female,1,No,No,33,No,DSL,38.57,Month-to-month,Credit card (automatic),1077.63,0
Male,1,Yes,No,43,Yes,No,38.1,Month-to-month,Credit card (automatic),1713.14,0
Male,1,Yes,No,59,Yes,No,63.47,Two year,Electronic check,3671.75,0
Male,1,Yes,No,47,Yes,No,114.38,One year,Bank transfer (automatic),4453.32,0
Female,1,No,Yes,66,Yes,No,77.72,Two year,Electronic check,4350.89,0
Female,1,Yes,No,16,Yes,Fiber optic,82.77,Two year,Mailed check,1101.62,0
Female,0,No,No,57,No,Fiber optic,18.99,Two year,Bank transfer (automatic),1154.55,0
Female,0,No,No,50,Yes,Fiber optic,23.77,One year,Bank transfer (automatic),1106.37,0
Female,1,No,No,42,Yes,Fiber optic,24.83,One year,Credit card (automatic),1049.18,1
Female,0,Yes,Yes,0,Yes,No,101.6,Two year,Bank transfer (automatic),83.36,0
Female,1,No,No,39,Yes,DSL,42.16,One year,Bank transfer (automatic),1687.36,1
Male,1,No,No,62,Yes,Fiber optic,51.54,Month-to-month,Bank transfer (automatic),3020.78,1
Male,1,Yes,Yes,47,Yes,No,80.22,One year,Electronic check,3997.08,0
Male,0,No,No,0,Yes,DSL,77.56,Month-to-month,Electronic check,74.1,1
Male,0,Yes,No,21,Yes,DSL,59.87,Two year,Mailed check,1288.81,0
Female,0,No,Yes,41,Yes,DSL,18.44,One year,Bank transfer (automatic),743.69,0
Male,1,Yes,Yes,59,Yes,Fiber optic,63.86,One year,Electronic check,3599.47,1
Male,1,No,Yes,32,Yes,No,93.37,Month-to-month,Mailed check,3186.66,1
Female,1,No,No,62,Yes,DSL,41.99,Month-to-month,Electronic check,2470.23,0
Female,1,Yes,Yes,58,Yes,Fiber optic,90.25,Month-to-month,Mailed check,5506.8,1
Female,1,No,No,19,Yes,Fiber optic,19.55,One year,Mailed check,308.07,0
Male,1,Yes,No,14,Yes,Fiber optic,110.62,One year,Electronic check,1534.63,1
Male,0,No,No,65,Yes,Fiber optic,114.9,Month-to-month,Electronic check,7894.44,1
Female,1,No,Yes,43,Yes,No,18.25,Month-to-month,Electronic check,826.98,1
Male,0,Yes,No,61,No,DSL,64.7,Month-to-month,Mailed check,3734.03,0
Male,1,Yes,No,67,Yes,DSL,60.21,Month-to-month,Credit card (automatic),3803.1,1
Male,1,No,No,30,Yes,Fiber optic,103.87,Two year,Electronic check,3211.87,1
Female,0,Yes,Yes,3,No,Fiber optic,73.15,Two year,Mailed check,199.06,0
Female,1,No,No,66,Yes,Fiber optic,80.36,One year,Mailed check,5641.41,0
Female,0,No,No,42,Yes,DSL,38.66,Month-to-month,Bank transfer (automatic),1437.28,0
Female,1,No,No,8,Yes,DSL,25.86,Month-to-month,Electronic check,173.64,1
Female,0,Yes,Yes,38,Yes,No,88.62,Two year,Electronic check,3437.27,0
Male,0,No,No,2,Yes,DSL,81.31,Two year,Credit card (automatic),150.46,0
Female,1,No,Yes,21,Yes,Fiber optic,102.9,Month-to-month,Credit card (automatic),1971.83,1
Male,0,Yes,Yes,25,Yes,Fiber optic,104.16,One year,Mailed check,2352.55,0
Male,1,Yes,Yes,33,No,DSL,82.37,Month-to-month,Bank transfer (automatic),2921.84,0
Female,1,Yes,No,41,Yes,DSL,72.91,Month-to-month,Electronic check,2895.55,0
Male,0,Yes,No,61,Yes,Fiber optic,111.23,Two year,Electronic check,7313.57,0
Male,0,No,Yes,25,Yes,Fiber optic,99.73,Two year,Electronic check,2267.19,1
Male,0,Yes,No,53,No,DSL,108.01,Two year,Bank transfer (automatic),5310.26,0
Female,0,No,No,68,Yes,Fiber optic,119.58,Month-to-month,Electronic check,7115.48,1
Male,0,Yes,Yes,54,Yes,DSL,59.16,Month-to-month,Electronic check,2977.07,0
Male,1,Yes,No,18,Yes,DSL,91.13,Two year,Electronic check,1371.52,0
Female,0,Yes,No,49,Yes,DSL,88.18,One year,Electronic check,3543.7,0
Male,1,No,Yes,20,Yes,DSL,35.76,Month-to-month,Mailed check,670.71,0
Female,0,No,No,34,Yes,Fiber optic,82.93,Month-to-month,Mailed check,2859.0,0
Female,1,Yes,No,46,No,No,61.67,Month-to-month,Bank transfer (automatic),2648.56,1
Female,1,No,No,21,No,DSL,63.96,One year,Mailed check,1282.29,1
Male,0,Yes,No,0,No,Fiber optic,36.37,Two year,Mailed check,34.04,0
Male,1,Yes,No,61,Yes,Fiber optic,93.96,Month-to-month,Bank transfer (automatic),5484.93,0
Male,0,Yes,No,53,Yes,Fiber optic,89.19,Month-to-month,Electronic check,4829.44,1
Female,0,No,No,8,Yes,Fiber optic,72.29,Month-to-month,Electronic check,595.08,1
Male,1,No,No,27,Yes,DSL,33.99,One year,Credit card (automatic),952.51,0
Male,1,No,Yes,19,Yes,Fiber optic,74.8,Month-to-month,Bank transfer (automatic),1243.88,1
Male,0,Yes,No,71,Yes,DSL,28.21,Month-to-month,Mailed check,1880.81,0
Female,0,Yes,No,68,Yes,Fiber optic,52.62,One year,Electronic check,3707.19,0
Male,0,No,Yes,50,Yes,DSL,55.98,Month-to-month,Electronic check,2980.62,1
Female,0,Yes,No,32,Yes,Fiber optic,108.11,One year,Electronic check,3325.21,1
Male,0,No,No,3,Yes,Fiber optic,60.39,One year,Credit card (automatic),171.78,1
Male,0,No,No,18,Yes,Fiber optic,79.04,Month-to-month,Bank transfer (automatic),1449.46,1
Male,1,Yes,No,6,Yes,DSL,107.23,One year,Electronic check,693.46,1
Female,0,No,No,57,Yes,Fiber optic,61.43,One year,Electronic check,3259.0,0
Male,1,No,Yes,6,Yes,Fiber optic,108.14,One year,Electronic check,559.9,1
Male,1,Yes,No,49,Yes,Fiber optic,31.92,One year,Electronic check,1621.83,0
Female,1,No,No,69,No,DSL,55.21,Month-to-month,Mailed check,3827.43,0
Female,0,No,No,22,Yes,DSL,27.66,Month-to-month,Mailed check,521.94,1
Female,1,Yes,No,49,Yes,DSL,75.21,Month-to-month,Credit card (automatic),3331.92,0
Female,1,No,Yes,64,Yes,Fiber optic,115.64,Month-to-month,Bank transfer (automatic),7133.33,0
Male,0,Yes,Yes,31,Yes,Fiber optic,85.01,Month-to-month,Credit card (automatic),2662.14,1
Female,1,No,No,32,Yes,Fiber optic,81.86,Month-to-month,Credit card (automatic),2679.69,1
Male,0,No,Yes,14,Yes,Fiber optic,46.37,One year,Credit card (automatic),558.61,1
Female,1,No,No,31,Yes,Fiber optic,112.97,Month-to-month,Credit card (automatic),3069.06,1
Female,0,No,No,63,Yes,Fiber optic,66.1,Two year,Electronic check,4220.4,0
Female,1,No,No,48,Yes,Fiber optic,45.23,One year,Electronic check,1845.79,1
Female,0,Yes,No,14,No,Fiber optic,118.75,Month-to-month,Electronic check,1578.58,0
Female,0,Yes,No,38,Yes,DSL,61.16,One year,Bank transfer (automatic),2235.67,0
Female,0,Yes,Yes,51,Yes,No,55.89,Month-to-month,Bank transfer (automatic),2588.82,0
Female,0,No,No,5,Yes,No,21.57,Two year,Electronic check,110.77,0
Male,0,Yes,No,55,Yes,Fiber optic,36.19,Two year,Credit card (automatic),1660.85,0
Male,0,Yes,Yes,14,Yes,No,100.54,Two year,Bank transfer (automatic),1438.72,0
Male,0,No,Yes,21,Yes,No,67.23,One year,Bank transfer (automatic),1394.84,0
Female,1,Yes,No,30,Yes,Fiber optic,115.4,Two year,Mailed check,3295.4,0
Male,1,Yes,Yes,36,No,Fiber optic,26.56,One year,Electronic check,1000.92,0
Male,1,Yes,No,66,Yes,Fiber optic,80.83,Two year,Mailed check,4655.04,0
Male,1,Yes,Yes,16,Yes,DSL,91.44,Month-to-month,Electronic check,1504.3,1
Female,0,No,Yes,18,Yes,DSL,81.36,Two year,Bank transfer (automatic),1272.37,0
Female,0,Yes,No,27,Yes,Fiber optic,72.05,One year,Electronic check,2096.15,1
Female,0,Yes,Yes,62,Yes,Fiber optic,76.99,Month-to-month,Electronic check,3954.84,1
Male,0,No,Yes,70,Yes,DSL,88.33,Two year,Mailed check,5959.47,0
Male,0,No,No,33,Yes,Fiber optic,106.05,One year,Bank transfer (automatic),3022.59,0
Male,1,No,No,50,Yes,Fiber optic,52.31,Two year,Mailed check,2422.15,0
Male,1,No,No,66,Yes,Fiber optic,64.88,Month-to-month,Credit card (automatic),3676.02,1
Male,1,No,Yes,61,Yes,DSL,82.86,One year,Electronic check,4399.37,0
Female,0,Yes,No,49,Yes,Fiber optic,50.05,One year,Credit card (automatic),2049.89,1
Female,1,No,No,39,Yes,DSL,36.24,Month-to-month,Electronic check,1161.9,0
Female,0,No,No,71,Yes,DSL,116.55,One year,Electronic check,8333.14,0
Male,0,Yes,No,17,Yes,DSL,37.86,One year,Credit card (automatic),603.65,0
Male,0,Yes,No,26,Yes,DSL,41.74,Month-to-month,Bank transfer (automatic),902.76,1
Female,1,Yes,No,52,Yes,DSL,81.11,One year,Bank transfer (automatic),4488.21,0
Male,0,No,No,1,Yes,Fiber optic,25.89,Month-to-month,Bank transfer (automatic),25.71,0
Male,0,No,No,36,Yes,Fiber optic,21.47,Two year,Mailed check,686.9,0
Male,0,No,No,62,Yes,DSL,24.53,Two year,Bank transfer (automatic),1420.58,0
Female,0,Yes,No,12,Yes,No,30.57,Month-to-month,Electronic check,347.47,0
